Year,Month,Day,Hour,Stop,Passengers,Average temperature,Wind speed,Precipitation
2019,9,1,6,98,1,14.8,2.5,0
2019,9,1,6,99,5,14.8,2.5,0
2019,9,1,6,98,6,14.8,2.5,0
2019,9,1,7,99,3,14.5,2.4,0
2019,9,1,7,98,5,14.5,2.4,0
2019,9,1,7,99,14,14.5,2.4,0
2019,9,1,8,98,9,14.8,2.3,0
2019,9,1,8,99,55,14.8,2.3,0
2019,9,1,8,98,16,14.8,2.3,0
2019,9,1,8,99,37,14.8,2.3,0
2019,9,1,9,98,19,17.2,2.4,0
2019,9,1,9,99,95,17.2,2.4,0
2019,9,1,9,98,19,17.2,2.4,0
2019,9,1,9,99,103,17.2,2.4,0
2019,9,1,10,98,20,19.2,2.8,0
2019,9,1,10,99,92,19.2,2.8,0
2019,9,1,10,98,17,19.2,2.8,0
2019,9,1,10,99,140,19.2,2.8,0
2019,9,1,10,98,31,19.2,2.8,0
2019,9,1,11,99,117,19.9,3.1,0
2019,9,1,11,99,161,19.9,3.1,0
2019,9,1,10,99,136,19.2,2.8,0
2019,9,1,11,98,43,19.9,3.1,0
2019,9,1,11,98,23,19.9,3.1,0
2019,9,1,11,99,178,19.9,3.1,0
2019,9,1,11,98,77,19.9,3.1,0
2019,9,1,11,99,146,19.9,3.1,0
2019,9,1,11,98,21,19.9,3.1,0
2019,9,1,12,99,199,20.6,3.2,0
2019,9,1,12,98,46,20.6,3.2,0
2019,9,1,12,99,189,20.6,3.2,0
2019,9,1,12,98,47,20.6,3.2,0
2019,9,1,12,99,167,20.6,3.2,0
2019,9,1,12,98,62,20.6,3.2,0
2019,9,1,12,99,220,20.6,3.2,0
2019,9,1,12,98,81,20.6,3.2,0
2019,9,1,13,98,108,21.3,2.9,0
2019,9,1,13,99,239,21.3,2.9,0
2019,9,1,13,99,193,21.3,2.9,0
2019,9,1,13,98,107,21.3,2.9,0
2019,9,1,13,99,159,21.3,2.9,0
2019,9,1,13,98,100,21.3,2.9,0
2019,9,1,13,99,210,21.3,2.9,0
2019,9,1,13,98,180,21.3,2.9,0
2019,9,1,14,99,225,22.1,3.4,0
2019,9,1,14,98,102,22.1,3.4,0
2019,9,1,14,98,116,22.1,3.4,0
2019,9,1,14,99,230,22.1,3.4,0
2019,9,1,14,99,237,22.1,3.4,0
2019,9,1,14,98,216,22.1,3.4,0
2019,9,1,15,98,277,22,3.5,0
2019,9,1,15,99,226,22,3.5,0
2019,9,1,15,99,164,22,3.5,0
2019,9,1,15,98,294,22,3.5,0
2019,9,1,15,99,166,22,3.5,0
2019,9,1,15,98,224,22,3.5,0
2019,9,1,15,99,124,22,3.5,0
2019,9,1,16,98,229,21.6,4,0
2019,9,1,16,99,110,21.6,4,0
2019,9,1,16,98,201,21.6,4,0
2019,9,1,16,98,175,21.6,4,0
2019,9,1,16,99,92,21.6,4,0
2019,9,1,16,99,86,21.6,4,0
2019,9,1,16,98,221,21.6,4,0
2019,9,1,16,99,98,21.6,4,0
2019,9,1,17,98,194,21.1,3.6,0
2019,9,1,17,99,60,21.1,3.6,0
2019,9,1,17,98,191,21.1,3.6,0
2019,9,1,17,99,76,21.1,3.6,0
2019,9,1,17,98,223,21.1,3.6,0
2019,9,1,17,99,65,21.1,3.6,0
2019,9,1,17,98,165,21.1,3.6,0
2019,9,1,18,98,105,20.9,4.5,0
2019,9,1,18,99,76,20.9,4.5,0
2019,9,1,18,98,215,20.9,4.5,0
2019,9,1,18,98,240,20.9,4.5,0
2019,9,1,18,99,56,20.9,4.5,0
2019,9,1,18,99,62,20.9,4.5,0
2019,9,1,19,98,169,19.8,3.8,0
2019,9,1,19,99,45,19.8,3.8,0
2019,9,1,19,99,44,19.8,3.8,0
2019,9,1,19,98,165,19.8,3.8,0
2019,9,1,20,99,68,19,3.9,0
2019,9,1,20,98,168,19,3.9,0
2019,9,1,20,98,77,19,3.9,0
2019,9,1,20,99,20,19,3.9,0
2019,9,1,20,98,38,19,3.9,0
2019,9,1,20,99,23,19,3.9,0
2019,9,1,21,98,46,18.4,3.1,0
2019,9,1,21,99,35,18.4,3.1,0
2019,9,1,21,99,27,18.4,3.1,0
2019,9,1,21,98,52,18.4,3.1,0
2019,9,1,21,98,22,18.4,3.1,0
2019,9,1,22,99,9,17.9,2.9,0
2019,9,1,21,99,8,18.4,3.1,0
2019,9,1,22,98,15,17.9,2.9,0
2019,9,1,22,98,20,17.9,2.9,0
2019,9,1,22,99,18,17.9,2.9,0
2019,9,1,23,98,21,17.8,3.4,0
2019,9,1,23,99,12,17.8,3.4,0
2019,9,1,23,98,7,17.8,3.4,0
2019,9,1,0,99,5,15.6,3.3,0
2019,9,1,0,98,15,15.6,3.3,0
2019,9,1,1,99,1,15.3,3.2,0
2019,9,1,1,98,5,15.3,3.2,0
2019,9,1,1,99,2,15.3,3.2,0
2019,9,1,2,98,1,15.2,2.3,0
2019,9,1,2,99,5,15.2,2.3,0
2019,9,2,6,98,18,16.9,3.2,0
2019,9,2,6,99,38,16.9,3.2,0
2019,9,2,6,98,31,16.9,3.2,0
2019,9,2,7,98,91,16.7,2.6,0
2019,9,2,7,99,55,16.7,2.6,0
2019,9,2,8,98,79,17.4,3.3,0
2019,9,2,8,99,138,17.4,3.3,0
2019,9,2,8,98,51,17.4,3.3,0
2019,9,2,8,99,59,17.4,3.3,0
2019,9,2,9,98,36,18.4,4.9,0
2019,9,2,9,99,109,18.4,4.9,0
2019,9,2,9,98,18,18.4,4.9,0
2019,9,2,9,99,50,18.4,4.9,0
2019,9,2,10,99,118,19.6,5.2,0
2019,9,2,10,98,25,19.6,5.2,0
2019,9,2,10,99,82,19.6,5.2,0
2019,9,2,10,98,19,19.6,5.2,0
2019,9,2,7,99,36,16.7,2.6,0
2019,9,2,10,98,14,19.6,5.2,0
2019,9,2,10,99,82,19.6,5.2,0
2019,9,2,11,99,67,20.2,4.8,0
2019,9,2,11,98,14,20.2,4.8,0
2019,9,2,11,98,34,20.2,4.8,0
2019,9,2,11,99,95,20.2,4.8,0
2019,9,2,12,98,42,20.7,4.7,0
2019,9,2,12,99,89,20.7,4.7,0
2019,9,2,11,99,105,20.2,4.8,0
2019,9,2,11,98,118,20.2,4.8,0
2019,9,2,12,99,68,20.7,4.7,0
2019,9,2,12,98,71,20.7,4.7,0
2019,9,2,13,99,129,21.8,6.1,0
2019,9,2,13,98,108,21.8,6.1,0
2019,9,2,13,98,61,21.8,6.1,0
2019,9,2,13,99,99,21.8,6.1,0
2019,9,2,13,98,73,21.8,6.1,0
2019,9,2,13,99,87,21.8,6.1,0
2019,9,2,14,99,110,22.7,5.2,0
2019,9,2,14,98,105,22.7,5.2,0
2019,9,2,14,99,54,22.7,5.2,0
2019,9,2,14,98,69,22.7,5.2,0
2019,9,2,14,98,58,22.7,5.2,0
2019,9,2,14,99,65,22.7,5.2,0
2019,9,2,15,98,149,23.1,5.6,0
2019,9,2,15,99,117,23.1,5.6,0
2019,9,2,15,99,114,23.1,5.6,0
2019,9,2,15,98,129,23.1,5.6,0
2019,9,2,15,98,169,23.1,5.6,0
2019,9,2,16,99,69,22.3,4.4,0
2019,9,2,16,98,157,22.3,4.4,0
2019,9,2,16,99,47,22.3,4.4,0
2019,9,2,16,98,55,22.3,4.4,0
2019,9,2,17,99,56,21.6,3.3,0
2019,9,2,16,99,62,22.3,4.4,0
2019,9,2,17,98,131,21.6,3.3,0
2019,9,2,17,98,66,21.6,3.3,0
2019,9,2,17,99,38,21.6,3.3,0
2019,9,2,17,98,112,21.6,3.3,0
2019,9,2,17,99,46,21.6,3.3,0
2019,9,2,18,98,53,20.2,3,0
2019,9,2,18,99,35,20.2,3,0
2019,9,2,18,98,68,20.2,3,0
2019,9,2,18,99,29,20.2,3,0
2019,9,2,18,98,51,20.2,3,0
2019,9,2,18,99,18,20.2,3,0
2019,9,2,19,98,22,18.7,4.5,1.9
2019,9,2,19,99,13,18.7,4.5,1.9
2019,9,2,19,99,26,18.7,4.5,1.9
2019,9,2,19,98,20,18.7,4.5,1.9
2019,9,2,20,98,20,17.8,4.7,1.5
2019,9,2,20,99,34,17.8,4.7,1.5
2019,9,2,20,99,11,17.8,4.7,1.5
2019,9,2,20,98,20,17.8,4.7,1.5
2019,9,2,20,99,15,17.8,4.7,1.5
2019,9,2,20,98,12,17.8,4.7,1.5
2019,9,2,21,98,20,15.3,6.8,3.5
2019,9,2,21,99,15,15.3,6.8,3.5
2019,9,2,21,98,6,15.3,6.8,3.5
2019,9,2,22,99,1,14.1,4.6,0.5
2019,9,2,21,99,4,15.3,6.8,3.5
2019,9,2,21,98,9,15.3,6.8,3.5
2019,9,2,21,99,7,15.3,6.8,3.5
2019,9,2,22,98,15,14.1,4.6,0.5
2019,9,2,22,98,2,14.1,4.6,0.5
2019,9,2,22,99,1,14.1,4.6,0.5
2019,9,2,22,98,1,14.1,4.6,0.5
2019,9,2,23,99,5,13.8,3.5,0.1
2019,9,2,0,99,14,17.3,2.9,0
2019,9,2,23,98,3,13.8,3.5,0.1
2019,9,2,1,99,4,18.2,4.2,0
2019,9,2,0,98,1,17.3,2.9,0
2019,9,2,1,98,0,18.2,4.2,0
2019,9,2,1,99,3,18.2,4.2,0
2019,9,2,2,98,1,18.3,4.5,0
2019,9,2,2,99,0,18.3,4.5,0
2019,9,3,6,98,23,13.4,2.7,0
2019,9,3,6,99,28,13.4,2.7,0
2019,9,3,6,98,35,13.4,2.7,0
2019,9,3,7,99,34,13.3,2.6,0
2019,9,3,7,98,94,13.3,2.6,0
2019,9,3,7,99,60,13.3,2.6,0
2019,9,3,8,98,89,14.2,3,0
2019,9,3,8,99,134,14.2,3,0
2019,9,3,8,98,25,14.2,3,0
2019,9,3,9,99,101,15.1,3.3,0
2019,9,3,8,99,50,14.2,3,0
2019,9,3,9,98,27,15.1,3.3,0
2019,9,3,9,99,110,15.1,3.3,0
2019,9,3,9,98,17,15.1,3.3,0
2019,9,3,10,98,19,16,3.2,0
2019,9,3,10,99,105,16,3.2,0
2019,9,3,10,98,22,16,3.2,0
2019,9,3,10,99,81,16,3.2,0
2019,9,3,10,98,25,16,3.2,0
2019,9,3,11,99,137,16.5,3.9,0
2019,9,3,10,99,93,16,3.2,0
2019,9,3,11,98,90,16.5,3.9,0
2019,9,3,11,98,33,16.5,3.9,0
2019,9,3,11,99,94,16.5,3.9,0
2019,9,3,11,98,89,16.5,3.9,0
2019,9,3,11,99,72,16.5,3.9,0
2019,9,3,12,98,102,16.6,4.3,0
2019,9,3,12,99,94,16.6,4.3,0
2019,9,3,12,99,58,16.6,4.3,0
2019,9,3,12,98,109,16.6,4.3,0
2019,9,3,13,98,107,17.5,4.2,0
2019,9,3,13,99,96,17.5,4.2,0
2019,9,3,13,99,197,17.5,4.2,0
2019,9,3,13,98,59,17.5,4.2,0
2019,9,3,13,98,96,17.5,4.2,0
2019,9,3,13,99,75,17.5,4.2,0
2019,9,3,14,98,67,17.9,3.8,0
2019,9,3,14,99,106,17.9,3.8,0
2019,9,3,14,98,84,17.9,3.8,0
2019,9,3,14,99,57,17.9,3.8,0
2019,9,3,14,98,129,17.9,3.8,0
2019,9,3,14,99,68,17.9,3.8,0
2019,9,3,15,98,112,18.9,5.3,0
2019,9,3,15,99,89,18.9,5.3,0
2019,9,3,15,99,124,18.9,5.3,0
2019,9,3,15,98,172,18.9,5.3,0
2019,9,3,15,98,187,18.9,5.3,0
2019,9,3,16,99,115,18.7,6.6,0
2019,9,3,16,98,148,18.7,6.6,0
2019,9,3,16,99,71,18.7,6.6,0
2019,9,3,16,99,62,18.7,6.6,0
2019,9,3,16,98,84,18.7,6.6,0
2019,9,3,17,98,112,18.4,6.5,0
2019,9,3,17,99,72,18.4,6.5,0
2019,9,3,17,98,77,18.4,6.5,0
2019,9,3,17,98,69,18.4,6.5,0
2019,9,3,17,99,210,18.4,6.5,0
2019,9,3,17,99,110,18.4,6.5,0
2019,9,3,18,99,114,17.5,6.2,0
2019,9,3,18,98,85,17.5,6.2,0
2019,9,3,18,99,64,17.5,6.2,0
2019,9,3,18,98,81,17.5,6.2,0
2019,9,3,18,99,41,17.5,6.2,0
2019,9,3,18,98,45,17.5,6.2,0
2019,9,3,19,99,17,17.3,5.7,0
2019,9,3,19,98,53,17.3,5.7,0
2019,9,3,19,99,38,17.3,5.7,0
2019,9,3,19,98,34,17.3,5.7,0
2019,9,3,20,99,35,16.3,5.9,0
2019,9,3,20,99,22,16.3,5.9,0
2019,9,3,20,98,61,16.3,5.9,0
2019,9,3,20,98,65,16.3,5.9,0
2019,9,3,20,99,15,16.3,5.9,0
2019,9,3,21,98,42,15.2,5.1,0
2019,9,3,21,99,14,15.2,5.1,0
2019,9,3,21,98,34,15.2,5.1,0
2019,9,3,21,99,15,15.2,5.1,0
2019,9,3,20,98,38,16.3,5.9,0
2019,9,3,21,98,49,15.2,5.1,0
2019,9,3,21,99,14,15.2,5.1,0
2019,9,3,22,98,206,14.4,4.1,0
2019,9,3,22,99,9,14.4,4.1,0
2019,9,3,22,98,10,14.4,4.1,0
2019,9,3,22,99,11,14.4,4.1,0
2019,9,3,22,98,28,14.4,4.1,0
2019,9,3,23,99,16,13.4,2.9,0
2019,9,3,23,98,7,13.4,2.9,0
2019,9,3,0,99,9,13.2,3,0
2019,9,3,1,99,5,12.8,3,0
2019,9,3,1,98,2,12.8,3,0
2019,9,3,1,99,2,12.8,3,0
2019,9,3,0,98,0,13.2,3,0
2019,9,3,2,98,1,12.7,3.6,0
2019,9,3,2,99,4,12.7,3.6,0
2019,9,4,6,98,36,15,4.8,0
2019,9,4,6,98,21,15,4.8,0
2019,9,4,6,99,18,15,4.8,0
2019,9,4,7,99,24,15.2,5.8,0
2019,9,4,7,98,77,15.2,5.8,0
2019,9,4,7,99,45,15.2,5.8,0
2019,9,4,8,98,50,15.3,5.5,0
2019,9,4,8,99,118,15.3,5.5,0
2019,9,4,8,98,35,15.3,5.5,0
2019,9,4,8,99,126,15.3,5.5,0
2019,9,4,9,98,43,15.4,5.2,0
2019,9,4,9,99,38,15.4,5.2,0
2019,9,4,9,98,26,15.4,5.2,0
2019,9,4,9,99,88,15.4,5.2,0
2019,9,4,10,98,26,16,5.6,0
2019,9,4,10,99,48,16,5.6,0
2019,9,4,10,99,98,16,5.6,0
2019,9,4,10,98,14,16,5.6,0
2019,9,4,10,99,74,16,5.6,0
2019,9,4,10,98,16,16,5.6,0
2019,9,4,11,98,49,16.7,5,0
2019,9,4,11,99,62,16.7,5,0
2019,9,4,11,99,71,16.7,5,0
2019,9,4,11,98,31,16.7,5,0
2019,9,4,11,98,35,16.7,5,0
2019,9,4,11,99,44,16.7,5,0
2019,9,4,12,98,83,17.2,5.5,0
2019,9,4,12,99,62,17.2,5.5,0
2019,9,4,12,99,81,17.2,5.5,0
2019,9,4,12,98,77,17.2,5.5,0
2019,9,4,13,99,181,18.3,6.1,0
2019,9,4,13,98,87,18.3,6.1,0
2019,9,4,13,98,46,18.3,6.1,0
2019,9,4,13,99,133,18.3,6.1,0
2019,9,4,13,98,50,18.3,6.1,0
2019,9,4,13,99,81,18.3,6.1,0
2019,9,4,14,99,65,18.2,7.6,0
2019,9,4,14,98,59,18.2,7.6,0
2019,9,4,14,98,88,18.2,7.6,0
2019,9,4,14,99,67,18.2,7.6,0
2019,9,4,14,98,111,18.2,7.6,0
2019,9,4,14,99,173,18.2,7.6,0
2019,9,4,15,98,161,18.9,7.5,0
2019,9,4,15,99,85,18.9,7.5,0
2019,9,4,15,98,97,18.9,7.5,0
2019,9,4,15,99,80,18.9,7.5,0
2019,9,4,15,98,179,18.9,7.5,0
2019,9,4,16,99,109,19.5,5.8,0
2019,9,4,16,98,149,19.5,5.8,0
2019,9,4,16,99,52,19.5,5.8,0
2019,9,4,16,99,46,19.5,5.8,0
2019,9,4,16,98,102,19.5,5.8,0
2019,9,4,17,98,88,19.5,6.1,0
2019,9,4,17,99,77,19.5,6.1,0
2019,9,4,17,98,140,19.5,6.1,0
2019,9,4,17,99,89,19.5,6.1,0
2019,9,4,17,98,141,19.5,6.1,0
2019,9,4,17,99,47,19.5,6.1,0
2019,9,4,18,99,82,19,6.3,0
2019,9,4,18,98,64,19,6.3,0
2019,9,4,18,99,52,19,6.3,0
2019,9,4,18,98,60,19,6.3,0
2019,9,4,18,98,51,19,6.3,0
2019,9,4,19,98,74,17.3,6.6,0
2019,9,4,18,99,41,19,6.3,0
2019,9,4,19,99,30,17.3,6.6,0
2019,9,4,19,99,40,17.3,6.6,0
2019,9,4,19,98,51,17.3,6.6,0
2019,9,4,20,98,81,16.5,5.2,0
2019,9,4,20,99,32,16.5,5.2,0
2019,9,4,20,99,15,16.5,5.2,0
2019,9,4,20,98,49,16.5,5.2,0
2019,9,4,20,98,27,16.5,5.2,0
2019,9,4,20,99,13,16.5,5.2,0
2019,9,4,21,98,23,15.7,3.7,0
2019,9,4,21,99,13,15.7,3.7,0
2019,9,4,21,99,18,15.7,3.7,0
2019,9,4,21,98,12,15.7,3.7,0
2019,9,4,21,98,12,15.7,3.7,0
2019,9,4,21,99,7,15.7,3.7,0
2019,9,4,22,98,32,15,3.5,0
2019,9,4,22,99,8,15,3.5,0
2019,9,4,22,98,9,15,3.5,0
2019,9,4,22,99,6,15,3.5,0
2019,9,4,22,98,35,15,3.5,0
2019,9,4,23,99,29,14.2,3.5,0
2019,9,4,23,98,38,14.2,3.5,0
2019,9,4,0,99,5,12.6,2.3,0
2019,9,4,0,98,8,12.6,2.3,0
2019,9,4,1,99,6,11.9,1.4,0
2019,9,4,1,98,11,11.9,1.4,0
2019,9,4,1,99,3,11.9,1.4,0
2019,9,4,2,98,1,11.9,1.5,0
2019,9,4,2,99,16,11.9,1.5,0
2019,9,5,6,98,22,14.5,5.1,0
2019,9,5,7,99,58,14.5,5.3,0
2019,9,5,7,98,79,14.5,5.3,0
2019,9,5,7,99,30,14.5,5.3,0
2019,9,5,6,99,18,14.5,5.1,0
2019,9,5,6,98,41,14.5,5.1,0
2019,9,5,8,98,45,15.2,5.4,0
2019,9,5,8,99,52,15.2,5.4,0
2019,9,5,8,98,36,15.2,5.4,0
2019,9,5,8,99,53,15.2,5.4,0
2019,9,5,9,98,25,15.6,6.3,0
2019,9,5,9,99,65,15.6,6.3,0
2019,9,5,9,98,25,15.6,6.3,0
2019,9,5,9,99,136,15.6,6.3,0
2019,9,5,10,98,17,15.7,5.2,0
2019,9,5,10,99,47,15.7,5.2,0
2019,9,5,10,99,171,15.7,5.2,0
2019,9,5,10,98,3,15.7,5.2,0
2019,9,5,10,98,24,15.7,5.2,0
2019,9,5,10,99,102,15.7,5.2,0
2019,9,5,11,98,12,16.6,4.8,0
2019,9,5,11,99,84,16.6,4.8,0
2019,9,5,11,98,25,16.6,4.8,0
2019,9,5,11,98,15,16.6,4.8,0
2019,9,5,11,99,55,16.6,4.8,0
2019,9,5,11,99,36,16.6,4.8,0
2019,9,5,12,98,150,16.6,6,0
2019,9,5,12,99,117,16.6,6,0
2019,9,5,12,99,69,16.6,6,0
2019,9,5,12,98,71,16.6,6,0
2019,9,5,13,99,92,18.6,6.8,0
2019,9,5,13,98,201,18.6,6.8,0
2019,9,5,13,98,80,18.6,6.8,0
2019,9,5,13,99,202,18.6,6.8,0
2019,9,5,13,98,52,18.6,6.8,0
2019,9,5,13,99,99,18.6,6.8,0
2019,9,5,14,99,60,18.7,6.2,0
2019,9,5,14,98,93,18.7,6.2,0
2019,9,5,14,98,86,18.7,6.2,0
2019,9,5,14,99,65,18.7,6.2,0
2019,9,5,14,99,58,18.7,6.2,0
2019,9,5,14,98,126,18.7,6.2,0
2019,9,5,15,98,99,19.3,6.6,0
2019,9,5,15,99,85,19.3,6.6,0
2019,9,5,15,98,214,19.3,6.6,0
2019,9,5,15,99,85,19.3,6.6,0
2019,9,5,15,98,118,19.3,6.6,0
2019,9,5,16,99,216,19.6,6,0
2019,9,5,16,99,100,19.6,6,0
2019,9,5,16,98,152,19.6,6,0
2019,9,5,16,98,152,19.6,6,0
2019,9,5,17,99,34,19,6.3,0
2019,9,5,16,99,73,19.6,6,0
2019,9,5,17,98,76,19,6.3,0
2019,9,5,17,98,75,19,6.3,0
2019,9,5,17,99,39,19,6.3,0
2019,9,5,17,99,60,19,6.3,0
2019,9,5,17,98,74,19,6.3,0
2019,9,5,18,98,45,16.5,7.2,1.5
2019,9,5,18,99,57,16.5,7.2,1.5
2019,9,5,18,98,30,16.5,7.2,1.5
2019,9,5,18,99,26,16.5,7.2,1.5
2019,9,5,18,98,46,16.5,7.2,1.5
2019,9,5,19,99,44,16.5,5.5,0.1
2019,9,5,18,99,55,16.5,7.2,1.5
2019,9,5,19,98,28,16.5,5.5,0.1
2019,9,5,19,98,32,16.5,5.5,0.1
2019,9,5,20,99,36,17.1,5.4,0.1
2019,9,5,19,99,28,16.5,5.5,0.1
2019,9,5,20,98,55,17.1,5.4,0.1
2019,9,5,20,98,34,17.1,5.4,0.1
2019,9,5,20,99,21,17.1,5.4,0.1
2019,9,5,20,98,41,17.1,5.4,0.1
2019,9,5,20,99,12,17.1,5.4,0.1
2019,9,5,21,98,146,16.6,6.2,0.5
2019,9,5,21,99,17,16.6,6.2,0.5
2019,9,5,21,99,7,16.6,6.2,0.5
2019,9,5,21,98,55,16.6,6.2,0.5
2019,9,5,21,98,75,16.6,6.2,0.5
2019,9,5,22,99,6,16.4,5.2,0.1
2019,9,5,22,98,16,16.4,5.2,0.1
2019,9,5,21,99,8,16.6,6.2,0.5
2019,9,5,22,98,48,16.4,5.2,0.1
2019,9,5,22,99,3,16.4,5.2,0.1
2019,9,5,22,98,8,16.4,5.2,0.1
2019,9,5,23,99,12,16.6,6.4,0
2019,9,5,23,98,38,16.6,6.4,0
2019,9,5,0,99,10,13.8,3.2,0
2019,9,5,0,98,15,13.8,3.2,0
2019,9,5,1,99,1,13.3,2.1,0
2019,9,5,1,98,3,13.3,2.1,0
2019,9,5,1,99,1,13.3,2.1,0
2019,9,5,2,98,9,13.2,2,0
2019,9,5,2,99,1,13.2,2,0
2019,9,6,6,98,14,14.8,5.7,0
2019,9,6,6,99,31,14.8,5.7,0
2019,9,6,6,98,38,14.8,5.7,0
2019,9,6,7,99,26,14.9,5.8,0
2019,9,6,7,98,78,14.9,5.8,0
2019,9,6,7,99,100,14.9,5.8,0
2019,9,6,8,98,41,15,6.7,0
2019,9,6,8,99,32,15,6.7,0
2019,9,6,8,99,31,15,6.7,0
2019,9,6,9,98,27,14.6,5.3,1.6
2019,9,6,9,99,156,14.6,5.3,1.6
2019,9,6,8,98,31,15,6.7,0
2019,9,6,9,98,12,14.6,5.3,1.6
2019,9,6,9,99,90,14.6,5.3,1.6
2019,9,6,10,98,18,14.5,3.6,0.3
2019,9,6,10,99,61,14.5,3.6,0.3
2019,9,6,10,99,55,14.5,3.6,0.3
2019,9,6,10,98,53,14.5,3.6,0.3
2019,9,6,10,99,43,14.5,3.6,0.3
2019,9,6,10,98,12,14.5,3.6,0.3
2019,9,6,11,99,119,14.9,4.4,0
2019,9,6,11,98,16,14.9,4.4,0
2019,9,6,11,98,25,14.9,4.4,0
2019,9,6,11,99,50,14.9,4.4,0
2019,9,6,11,99,52,14.9,4.4,0
2019,9,6,11,98,27,14.9,4.4,0
2019,9,6,12,98,38,15.6,5.3,0
2019,9,6,12,99,66,15.6,5.3,0
2019,9,6,12,98,97,15.6,5.3,0
2019,9,6,12,99,88,15.6,5.3,0
2019,9,6,13,98,136,15.7,6.4,0.1
2019,9,6,13,99,141,15.7,6.4,0.1
2019,9,6,13,99,66,15.7,6.4,0.1
2019,9,6,13,98,168,15.7,6.4,0.1
2019,9,6,13,98,58,15.7,6.4,0.1
2019,9,6,14,99,132,15.5,5.4,0.2
2019,9,6,13,99,112,15.7,6.4,0.1
2019,9,6,14,98,53,15.5,5.4,0.2
2019,9,6,14,98,62,15.5,5.4,0.2
2019,9,6,14,99,74,15.5,5.4,0.2
2019,9,6,14,98,90,15.5,5.4,0.2
2019,9,6,14,99,105,15.5,5.4,0.2
2019,9,6,15,98,141,16.4,6.8,0
2019,9,6,15,99,112,16.4,6.8,0
2019,9,6,15,98,189,16.4,6.8,0
2019,9,6,15,99,99,16.4,6.8,0
2019,9,6,15,98,97,16.4,6.8,0
2019,9,6,16,99,72,16.5,6.1,0
2019,9,6,16,99,124,16.5,6.1,0
2019,9,6,16,98,161,16.5,6.1,0
2019,9,6,16,98,75,16.5,6.1,0
2019,9,6,17,99,98,17.3,5.5,0
2019,9,6,16,99,91,16.5,6.1,0
2019,9,6,17,98,87,17.3,5.5,0
2019,9,6,17,98,89,17.3,5.5,0
2019,9,6,17,99,72,17.3,5.5,0
2019,9,6,17,99,96,17.3,5.5,0
2019,9,6,17,98,76,17.3,5.5,0
2019,9,6,18,98,103,16.9,6.2,0
2019,9,6,18,99,77,16.9,6.2,0
2019,9,6,18,98,124,16.9,6.2,0
2019,9,6,18,98,72,16.9,6.2,0
2019,9,6,18,99,119,16.9,6.2,0
2019,9,6,19,99,41,15.8,4.9,0
2019,9,6,18,99,71,16.9,6.2,0
2019,9,6,19,98,38,15.8,4.9,0
2019,9,6,19,98,70,15.8,4.9,0
2019,9,6,19,99,33,15.8,4.9,0
2019,9,6,20,99,18,14.7,4,0
2019,9,6,20,98,134,14.7,4,0
2019,9,6,20,98,45,14.7,4,0
2019,9,6,20,99,8,14.7,4,0
2019,9,6,20,98,38,14.7,4,0
2019,9,6,20,99,29,14.7,4,0
2019,9,6,21,98,87,13.8,4.3,0
2019,9,6,21,99,5,13.8,4.3,0
2019,9,6,21,98,14,13.8,4.3,0
2019,9,6,21,99,16,13.8,4.3,0
2019,9,6,21,98,9,13.8,4.3,0
2019,9,6,21,99,12,13.8,4.3,0
2019,9,6,22,98,16,13.2,4,0
2019,9,6,22,99,12,13.2,4,0
2019,9,6,22,98,20,13.2,4,0
2019,9,6,22,99,6,13.2,4,0
2019,9,6,22,98,114,13.2,4,0
2019,9,6,23,99,6,12.7,4.2,0
2019,9,6,23,98,12,12.7,4.2,0
2019,9,6,0,99,11,16.3,6.8,0
2019,9,6,0,98,6,16.3,6.8,0
2019,9,6,1,99,8,15.9,6.5,0
2019,9,6,1,98,0,15.9,6.5,0
2019,9,6,1,99,2,15.9,6.5,0
2019,9,6,2,98,1,15.5,5.5,0
2019,9,6,2,99,8,15.5,5.5,0
2019,9,7,6,99,14,10.3,2.6,0
2019,9,7,6,98,5,10.3,2.6,0
2019,9,7,7,99,5,11.2,2.6,0
2019,9,7,7,98,24,11.2,2.6,0
2019,9,7,7,99,21,11.2,2.6,0
2019,9,7,6,98,3,10.3,2.6,0
2019,9,7,8,99,26,12.2,2.5,0
2019,9,7,8,98,35,12.2,2.5,0
2019,9,7,8,99,38,12.2,2.5,0
2019,9,7,9,98,15,14.4,3.7,0
2019,9,7,9,99,77,14.4,3.7,0
2019,9,7,10,98,20,15.5,4.5,0
2019,9,7,9,99,55,14.4,3.7,0
2019,9,7,9,98,10,14.4,3.7,0
2019,9,7,10,99,126,15.5,4.5,0
2019,9,7,10,99,266,15.5,4.5,0
2019,9,7,10,98,21,15.5,4.5,0
2019,9,7,8,98,14,12.2,2.5,0
2019,9,7,10,98,18,15.5,4.5,0
2019,9,7,10,99,119,15.5,4.5,0
2019,9,7,11,99,101,15.7,4.9,0
2019,9,7,11,98,25,15.7,4.9,0
2019,9,7,11,98,25,15.7,4.9,0
2019,9,7,11,98,25,15.7,4.9,0
2019,9,7,11,99,178,15.7,4.9,0
2019,9,7,11,99,111,15.7,4.9,0
2019,9,7,11,98,31,15.7,4.9,0
2019,9,7,11,99,119,15.7,4.9,0
2019,9,7,12,99,87,16.7,4.3,0
2019,9,7,12,98,31,16.7,4.3,0
2019,9,7,12,99,115,16.7,4.3,0
